id,t0,t1,t2,t3,t4,t5,t6
AT1G10480,1.59209419994,1.69126614714,1.25346492118,1.12785335371,0.851918907195,0.670477804144,0.459711386914
AT1G12890,0.123533772291,-0.213347882857,0.283289652449,-0.0268908317628,-0.330428923961,-0.738248560049,-0.732004849855
AT1G18570,2.36658799539,2.01233029032,2.34970496171,2.67375238806,2.30313778384,2.52200551517,2.98750884673
AT1G21910,5.6294605681,5.63924567157,5.96891250077,6.34058125798,6.53893230572,6.46173808602,6.45184026446
AT1G77640,2.75992279418,3.01172223485,3.02826855942,3.26979619615,3.79076856316,3.57706219088,3.68512160441
AT2G31180,-0.544631129841,-0.410044805482,-0.944341572685,-0.0800879113227,0.377697565658,0.118093889387,0.626672752606
AT2G40220,3.33154280625,3.34868566933,3.81675328548,3.56472365855,2.84127541289,2.63655888822,1.612509775
AT2G44940,3.81892893648,3.8394490464,3.70757264435,3.79201891585,3.5466228682,3.37232066463,3.05388172688
AT3G16350,0.214083348007,0.263795627352,0.219628044077,0.428142390978,0.651683180632,0.450555842099,1.12289355076
AT4G28140,2.21754093986,2.01295000469,1.95475466492,0.477124663481,1.06189137822,0.138989171616,-0.5814322207
AT5G21120,-1.35291578737,-1.70855360685,-1.60325595053,-0.695566838566,-0.673079211315,-0.368166209698,0.195641567355
